Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
02514;Champ de Courses d'Enghien;Champ de Courses d'Enghien;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Champ de Courses d'Enghien;95230;Soisy-sous-Montmorency;95-598;Val-d'Oise;Île-de-France;2.29189;48.97975;0087276030;CEG;b;;;;;48.97975, 2.29189
02523;Compans;Compans;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Compans;77290;Compans;77-123;Seine-et-Marne;Île-de-France;2.6652718;48.9915767;0087272047;COJ;c;;;;;48.9915767, 2.6652718
02524;Seugy;Seugy;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Seugy;95270;Seugy;95-594;Val-d'Oise;Île-de-France;2.3989116;49.1189923;0087272039;SWY;c;;;;;49.1189923, 2.3989116
02538;Dammartin - Juilly - Saint-Mard;Dammartin - Juilly - Saint-Mard;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Dammartin - Juilly - Saint-Mard;77230;Saint-Mard;77-420;Seine-et-Marne;Île-de-France;2.69887;49.03219;0087271536;DAM;b;;;;;49.03219, 2.69887
02541;Aéroport Charles de Gaulle 2 TGV;Aéroport Charles de Gaulle 2 TGV;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;UG Paris-Nord;;2;2;Aéroport Charles de Gaulle 2 TGV (RER);95700;Roissy-en-France;95-527;Val-d'Oise;Île-de-France;2.570892;49.003652;0087001479;RYT_TRANS;b;;;;;49.003652, 2.570892
02551;Le Bourget;Le Bourget;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Le Bourget;93350;Bourget;93-013;Seine-Saint-Denis;Île-de-France;2.42571;48.93096;0087271395;LBT;b;;;;;48.93096, 2.42571
02553;Saint-Ouen;Saint-Ouen;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Ouen;93400;Saint-Ouen;93-070;Seine-Saint-Denis;Île-de-France;2.32257;48.90531;0087271247;SOS;b;;;;;48.90531, 2.32257
02560;Saint-Denis;Saint-Denis;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Denis;93200;Saint-Denis;93-066;Seine-Saint-Denis;Île-de-France;2.3459524;48.9354933;0087271015;SDE;b;;;;;48.9354933, 2.3459524
03019;Isles - Armentières - Congis;Isles - Armentières - Congis;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Isles - Armentières - Congis;77440;Isles-les-Meldeuses;77-231;Seine-et-Marne;Île-de-France;3.0072998;48.9980994;0087116616;IAC;c;;;;;48.9980994, 3.0072998
03028;Esbly;Esbly;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Esbly;77450;Esbly;77-171;Seine-et-Marne;Île-de-France;2.81059946;48.90314191;0087116327;EYA;b;;;;;48.90314191, 2.81059946
03031;Vaires - Torcy;Vaires - Torcy;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Vaires - Torcy;77360;Vaires-sur-Marne;77-479;Seine-et-Marne;Île-de-France;2.639986;48.874953;0087116293;VAI;b;;;;;48.874953, 2.639986
03035;Mortcerf;Mortcerf;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Mortcerf;77163;Mortcerf;77-318;Seine-et-Marne;Île-de-France;2.9075554;48.7892191;0087116244;MOF;c;;;;;48.7892191, 2.9075554
03037;Tournan;Tournan;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Tournan;77220;Tournan-en-Brie;77-470;Seine-et-Marne;Île-de-France;2.75957134;48.7393088;0087116210;TOU;b;;;;;48.7393088, 2.75957134
03043;Nangis;Nangis;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Nangis;77370;Nangis;77-327;Seine-et-Marne;Île-de-France;3.012619;48.561336;0087116095;NAN;b;;;;;48.561336, 3.012619
03046;Émerainville - Pontault-Combault;Émerainville - Pontault-Combault;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Émerainville - Pontault-Combault;77340;Pontault-Combault;77-373;Seine-et-Marne;Île-de-France;2.618004;48.806034;0087116046;EMR;b;;;;;48.806034, 2.618004
03051;Freinville Sevran;Freinville Sevran;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Freinville Sevran;93270;Sevran;93-071;Seine-Saint-Denis;Île-de-France;2.519019;48.926637;0087113894;FSV;b;;;;;48.926637, 2.519019
03054;Gargan;Gargan;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Gargan;93320;Pavillons-sous-Bois;93-057;Seine-Saint-Denis;Île-de-France;2.517109;48.908159;0087113860;GAF;b;;;;;48.908159, 2.517109
03056;Les Coquetiers;Les Coquetiers;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Les Coquetiers;93250;Villemomble;93-077;Seine-Saint-Denis;Île-de-France;2.499415;48.892440;0087113845;LQT;b;;;;;48.89244, 2.499415
03059;Les Boullereaux Champigny;Les Boullereaux Champigny;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Les Boullereaux Champigny;94500;Champigny-sur-Marne;94-017;Val-de-Marne;Île-de-France;2.511884;48.824926;0087113779;BXP;b;;;;;48.824926, 2.511884
03060;Nogent - Le Perreux;Nogent - Le Perreux;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Nogent - Le Perreux;94130;Nogent-sur-Marne;94-052;Val-de-Marne;Île-de-France;2.494331;48.838846;0087113746;NLP;b;;;;;48.838846, 2.494331
03069;Pantin;Pantin;Oui;Non;AG Ile-de-France;REGION DE PARIS-EST;;;1;1;Pantin;93500;Pantin;93-055;Seine-Saint-Denis;Île-de-France;2.400685;48.898096;0087113209;PAN;b;;;;;48.898096, 2.400685
00761;Bagneaux-sur-Loing;Bagneaux-sur-Loing;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Bagneaux-sur-Loing;77167;Bagneaux-sur-Loing;77-016;Seine-et-Marne;Île-de-France;2.7033327;48.2304802;0087684191;BXN;c;;;;;48.2304802, 2.7033327
00762;Nemours - Saint-Pierre;Nemours - Saint-Pierre;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Nemours - Saint-Pierre;77140;Saint-Pierre-lès-Nemours;77-431;Seine-et-Marne;Île-de-France;2.685754;48.267884;0087684126;NSP;b;;;;;48.267884, 2.685754
00800;Héricy;Héricy;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Héricy;77850;Héricy;77-226;Seine-et-Marne;Île-de-France;2.7605339;48.4424848;0087682435;HER;c;;;;;48.4424848, 2.7605339
00806;Moret - Veneux-les-Sablons;Moret - Veneux-les-Sablons;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Moret - Veneux-les-Sablons;77250;Veneux-les-Sablons;77-491;Seine-et-Marne;Île-de-France;2.79941;48.37838;0087682278;MOR;b;;;;;48.37838, 2.79941
00807;Thomery;Thomery;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Thomery;77300;Thomery;77-463;Seine-et-Marne;Île-de-France;2.763995;48.394462;0087682252;TMR;b;;;;;48.394462, 2.763995
00810;Savigny-le-Temple - Nandy;Savigny-le-Temple - Nandy;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Savigny-le-Temple - Nandy;77176;Savigny-le-Temple;77-445;Seine-et-Marne;Île-de-France;2.583678;48.595519;0087682187;ZTN;b;;;;;48.595519, 2.583678
00813;Lieusaint - Moissy;Lieusaint - Moissy;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Lieusaint - Moissy;77127;Moissy-Cramayel;77-296;Seine-et-Marne;Île-de-France;2.568935;48.628305;0087682153;LIU;b;;;;;48.628305, 2.568935
00816;Brunoy;Brunoy;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Brunoy;91800;Brunoy;91-114;Essonne;Île-de-France;2.506422;48.699112;0087682120;BNY;b;;;;;48.699112, 2.506422
00823;Le Coudray-Montceaux;Le Coudray-Montceaux;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Le Coudray-Montceaux;91830;Coudray-Montceaux;91-179;Essonne;Île-de-France;2.4924649;48.5661679;0087681635;CEX;c;;;;;48.5661679, 2.4924649
00833;Moulin Galant;Moulin Galant;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Moulin Galant;91100;Corbeil-Essonnes;91-174;Essonne;Île-de-France;2.47332;48.58626;0087681403;MJW;b;;;;;48.58626, 2.47332
00839;Orangis Bois de l'Épine;Orangis Bois de l'Épine;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Orangis Bois de l'Épine;91130;Ris-Orangis;91-521;Essonne;Île-de-France;2.407736;48.636260;0087681346;OBP;b;;;;;48.63626, 2.407736
01831;Bonnières;Bonnières;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Bonnières;78270;Bonnières-sur-Seine;78-089;Yvelines;Île-de-France;1.582205;49.038788;0087415893;BNR;b;;;;;49.038788, 1.582205
00796;La Grande-Paroisse;La Grande-Paroisse;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;La Grande-Paroisse;77130;Grande-Paroisse;77-210;Seine-et-Marne;Île-de-France;2.8971614;48.3787751;0087682476;GPA;c;;;;;48.3787751, 2.8971614
00799;Vulaines-sur-Seine - Samoreau;Vulaines-sur-Seine - Samoreau;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Vulaines-sur-Seine - Samoreau;77870;Samoreau;77-442;Seine-et-Marne;Île-de-France;2.7531008;48.4305468;0087682443;VUN;c;;;;;48.4305468, 2.7531008
00802;Chartrettes;Chartrettes;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Chartrettes;77590;Chartrettes;77-096;Seine-et-Marne;Île-de-France;2.6950059;48.4870771;0087682419;CJR;c;;;;;48.4870771, 2.6950059
00803;Livry-sur-Seine;Livry-sur-Seine;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Livry-sur-Seine;77000;Livry-sur-Seine;77-255;Seine-et-Marne;Île-de-France;2.6788796;48.5104579;0087682401;LYQ;c;;;;;48.5104579, 2.6788796
00804;Montereau;Montereau;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Montereau;77130;Montereau-Fault-Yonne;77-305;Seine-et-Marne;Île-de-France;2.942972;48.379934;0087682302;MTU;b;;;;;48.379934, 2.942972
00822;Villeneuve Triage;Villeneuve Triage;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Villeneuve Triage;94190;Villeneuve-Saint-Georges;94-078;Val-de-Marne;Île-de-France;2.438192;48.745198;0087681809;VSG;b;;;;;48.745198, 2.438192
00834;Le Bras de Fer;Le Bras de Fer;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Le Bras de Fer;91000;Évry;91-228;Essonne;Île-de-France;2.450625;48.623287;0087681395;BFX;b;;;;;48.623287, 2.450625
00837;Évry;Évry;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Évry;91000;Évry;91-228;Essonne;Île-de-France;2.45209;48.63442;0087681361;EVR;b;;;;;48.63442, 2.45209
00838;Grand Bourg;Grand Bourg;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Grand Bourg;91000;Ris-Orangis;91-521;Essonne;Île-de-France;2.435939;48.648004;0087681353;GBG;b;;;;;48.648004, 2.435939
00840;Ris-Orangis;Ris-Orangis;Oui;Non;AG Ile-de-France;REGION DE PARIS-SUD-EST;;;1;1;Ris-Orangis;91130;Ris-Orangis;91-521;Essonne;Île-de-France;2.414420;48.659442;0087681338;RIS;b;;;;;48.659442, 2.41442
01434;Musée d'Orsay;Musée d'Orsay;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Musée d'Orsay;75007;Paris;75-056;Paris;Île-de-France;2.325671;48.860790;0087547307;MDS;b;;;;;48.86079, 2.325671
01438;Rungis la Fraternelle;Rungis la Fraternelle;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Rungis la Fraternelle;94150;Rungis;94-065;Val-de-Marne;Île-de-France;2.35298;48.74032;0087546291;RFL;b;;;;;48.74032, 2.35298
01452;Égly;Égly;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Égly;91520;Égly;91-207;Essonne;Île-de-France;2.222138;48.582364;0087545475;ELY;b;;;;;48.582364, 2.222138
01454;La Norville - Saint-Germain-lès-Arpajon;La Norville - Saint-Germain-lès-Arpajon;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;La Norville - Saint-Germain-lès-Arpajon;91290;Norville;91-457;Essonne;Île-de-France;2.267586;48.591617;0087545459;NGE;b;;;;;48.591617, 2.267586
01461;Athis-Mons;Athis-Mons;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Athis-Mons;91200;Athis-Mons;91-027;Essonne;Île-de-France;2.403749;48.712557;0087545251;ATH;b;;;;;48.712557, 2.403749
01464;Épinay-sur-Orge;Épinay-sur-Orge;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Épinay-sur-Orge;91360;Épinay-sur-Orge;91-216;Essonne;Île-de-France;2.33182;48.66952;0087545228;EYO;b;;;;;48.66952, 2.33182
01465;Sainte-Geneviève-des-Bois;Sainte-Geneviève-des-Bois;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Sainte-Geneviève-des-Bois;91700;Sainte-Geneviève-des-Bois;91-549;Essonne;Île-de-France;2.313161;48.653245;0087545210;SXG;b;;;;;48.653245, 2.313161
01473;Étampes;Étampes;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Étampes;91150;Étampes;91-223;Essonne;Île-de-France;2.159468;48.436661;0087545137;ETP;b;;;;;48.436661, 2.159468
01474;Guillerval;Guillerval;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Guillerval;91690;Guillerval;91-294;Essonne;Île-de-France;2.0598748;48.3744455;0087545129;GUE;c;;;;;48.3744455, 2.0598748
01485;Angerville;Angerville;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Angerville;91670;Angerville;91-016;Essonne;Île-de-France;2.0034931;48.3112062;0087543090;AGV;c;;;;;48.3112062, 2.0034931
01943;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;78180;Montigny-le-Bretonneux;78-423;Yvelines;Île-de-France;2.04523;48.78657;0087393843;SQY;b;;;;;48.78657, 2.04523
01948;Chilly-Mazarin;Chilly-Mazarin;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Chilly-Mazarin;91380;Chilly-Mazarin;91-161;Essonne;Île-de-France;2.3081837;48.7004413;0087393637;CAZ;b;;;;;48.7004413, 2.3081837
01955;Igny;Igny;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Igny;91430;Igny;91-312;Essonne;Île-de-France;2.2313626;48.7399008;0087393561;IGY;b;;;;;48.7399008, 2.2313626
01965;Tacoignières - Richebourg;Tacoignières - Richebourg;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Tacoignières - Richebourg;78910;Tacoignières;78-605;Yvelines;Île-de-France;1.6689566;48.8295827;0087393454;TAE;b;;;;;48.8295827, 1.6689566
01967;Garancières - La Queue;Garancières - La Queue;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Garancières - La Queue;78890;Garancières;78-265;Yvelines;Île-de-France;1.7647546;48.8106338;0087393439;GAQ;b;;;;;48.8106338, 1.7647546
01972;Gazeran;Gazeran;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Gazeran;78125;Gazeran;78-269;Yvelines;Île-de-France;1.7718857;48.6259183;0087393348;GZA;b;;;;;48.6259183, 1.7718857
01973;Pont du Garigliano - Hôpital Européen Georges Pompidou;Pont du Garigliano - Hôpital Européen Georges Pompidou;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Pont du Garigliano - Hôpital Européen Georges Pompidou;75015;Paris;75-056;Paris;Île-de-France;2.2712276;48.839464;0087393322;BVI;b;;;;;48.839464, 2.2712276
01976;Le Perray;Le Perray;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Le Perray;78610;Perray-en-Yvelines;78-486;Yvelines;Île-de-France;1.856057;48.6933406;0087393298;LPE;b;;;;;48.6933406, 1.856057
01980;Saint-Cyr;Saint-Cyr;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Saint-Cyr;78210;Saint-Cyr-l'École;78-545;Yvelines;Île-de-France;2.0733739;48.7990666;0087393223;SCR;b;;;;;48.7990666, 2.0733739
01984;Porchefontaine;Porchefontaine;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Porchefontaine;78000;Versailles;78-646;Yvelines;Île-de-France;2.1540156;48.7969381;0087393165;POA;b;;;;;48.7969381, 2.1540156
01986;Sèvres Rive Gauche;Sèvres Rive Gauche;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Sèvres Rive Gauche;92310;Sèvres;92-072;Hauts-de-Seine;Île-de-France;2.2147536;48.8214311;0087393124;SVR;b;;;;;48.8214311, 2.2147536
01990;Issy;Issy;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Issy;92130;Issy-les-Moulineaux;92-040;Hauts-de-Seine;Île-de-France;2.2593469;48.8201001;0087393074;ISY;b;;;;;48.8201001, 2.2593469
01996;Clamart;Clamart;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Clamart;92140;Clamart;92-023;Hauts-de-Seine;Île-de-France;2.2733273;48.813844;0087391565;CMA;b;;;;;48.813844, 2.2733273
02013;Poissy;Poissy;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Poissy;78300;Poissy;78-498;Yvelines;Île-de-France;2.0413676;48.9329014;0087386573;PSY;b;;;;;48.9329014, 2.0413676
02021;La Garenne-Colombes;La Garenne-Colombes;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;La Garenne-Colombes;92250;Garenne-Colombes;92-035;Hauts-de-Seine;Île-de-France;2.2396414;48.9093952;0087386003;LGK;b;;;;;48.9093952, 2.2396414
02022;Paris Saint-Lazare;Paris Saint-Lazare;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;UG St Lazare;;1;1;Paris Saint-Lazare;75008;Paris;75-056;Paris;Île-de-France;2.325331;48.876242;0087384008;PSL;a;3;;;;48.876242, 2.325331
02027;Mareil-Marly;Mareil-Marly;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Mareil-Marly;78750;Mareil-Marly;78-367;Yvelines;Île-de-France;2.0790676;48.8807466;0087382812;MPJ;c;;;;;48.8807466, 2.0790676
02028;Saint-Germain-en-Laye Grande Ceinture;Saint-Germain-en-Laye Grande Ceinture;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Saint-Germain-en-Laye Grande Ceinture;78100;Saint-Germain-en-Laye;78-551;Yvelines;Île-de-France;2.0733132;48.9032098;0087382804;SGM;b;;;;;48.9032098, 2.0733132
02030;Cergy Saint-Christophe;Cergy Saint-Christophe;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Cergy Saint-Christophe;95800;Cergy;95-127;Val-d'Oise;Île-de-France;2.0343975;49.0496151;0087382499;CYC;b;;;;;49.0496151, 2.0343975
02031;Saint-Nom-la-Bretèche Forêt de Marly;Saint-Nom-la-Bretèche Forêt de Marly;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Saint-Nom-la-Bretèche Forêt de Marly;78620;Étang-la-Ville;78-224;Yvelines;Île-de-France;2.0509372;48.8677671;0087382481;SNB;b;;;;;48.8677671, 2.0509372
02035;Bougival;Bougival;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Bougival;78170;Celle-Saint-Cloud;78-126;Yvelines;Île-de-France;2.1323749;48.8542135;0087382440;BGV;b;;;;;48.8542135, 2.1323749
02038;Suresnes Mont Valérien;Suresnes Mont Valérien;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Suresnes Mont Valérien;92150;Suresnes;92-073;Hauts-de-Seine;Île-de-France;2.22131;48.87155;0087382374;SMV;b;;;;;48.87155, 2.22131
02043;Vaucresson;Vaucresson;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Vaucresson;92420;Vaucresson;92-076;Hauts-de-Seine;Île-de-France;2.15255;48.83688;0087382267;VCN;b;;;;;48.83688, 2.15255
02046;Courbevoie;Courbevoie;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Courbevoie;92400;Courbevoie;92-026;Hauts-de-Seine;Île-de-France;2.24804;48.89831;0087382200;KOU;b;;;;;48.89831, 2.24804
02047;Bécon les Bruyères;Bécon les Bruyères;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Bécon les Bruyères;92400;Courbevoie;92-026;Hauts-de-Seine;Île-de-France;2.26838;48.90592;0087382002;BEC;b;;;;;48.90592, 2.26838
02049;Conflans-Sainte-Honorine;Conflans-Sainte-Honorine;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Conflans-Sainte-Honorine;78700;Conflans-Sainte-Honorine;78-172;Yvelines;Île-de-France;2.09783;48.99646;0087381897;CSH;b;;;;;48.99646, 2.09783
02071;Mantes-la-Jolie;Mantes-la-Jolie;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Mantes-la-Jolie;78200;Mantes-la-Jolie;78-361;Yvelines;Île-de-France;1.70337;48.98984;0087381509;MTE;b;;;;;48.98984, 1.70337
02073;Maurecourt;Maurecourt;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Maurecourt;78570;Andrésy;78-015;Yvelines;Île-de-France;2.05963;48.98712;0087381483;MRK;b;;;;;48.98712, 2.05963
02089;Boissy-l'Aillerie;Boissy-l'Aillerie;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Boissy-l'Aillerie;95650;Boissy-l'Aillerie;95-078;Val-d'Oise;Île-de-France;2.02513;49.07598;0087381152;BLA;b;;;;;49.07598, 2.02513
02090;Osny;Osny;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Osny;95520;Osny;95-476;Val-d'Oise;Île-de-France;2.05771;49.06283;0087381145;OSN;b;;;;;49.06283, 2.05771
02468;Belloy - Saint-Martin;Belloy - Saint-Martin;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Belloy - Saint-Martin;95270;Belloy-en-France;95-056;Val-d'Oise;Île-de-France;2.36135;49.09807;0087276550;BSW;b;;;;;49.09807, 2.36135
02473;Presles - Courcelles;Presles - Courcelles;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Presles - Courcelles;95590;Presles;95-504;Val-d'Oise;Île-de-France;2.28759;49.11346;0087276501;PRQ;b;;;;;49.11346, 2.28759
02476;Persan - Beaumont;Persan - Beaumont;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Persan - Beaumont;95340;Persan;95-487;Val-d'Oise;Île-de-France;2.27914;49.14795;0087276469;PEB;b;;;;;49.14795, 2.27914
02483;Sarcelles - Saint-Brice;Sarcelles - Saint-Brice;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Sarcelles - Saint-Brice;95200;Saint-Brice-sous-Forêt;95-539;Val-d'Oise;Île-de-France;2.36867;48.99529;0087276386;SLL;b;;;;;48.99529, 2.36867
02502;Saint-Gratien;Saint-Gratien;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Gratien;95210;Saint-Gratien;95-555;Val-d'Oise;Île-de-France;2.28531;48.96403;0087276170;SGT;b;;;;;48.96403, 2.28531
02508;Saint-Ouen-l'Aumône;Saint-Ouen-l'Aumône;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Ouen-l'Aumône;95310;Saint-Ouen-l'Aumône;95-572;Val-d'Oise;Île-de-France;2.10651;49.04527;0087276105;SOA;b;;;;;49.04527, 2.10651
02509;Pierrelaye;Pierrelaye;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Pierrelaye;95480;Pierrelaye;95-488;Val-d'Oise;Île-de-France;2.15371;49.01955;0087276097;PRY;b;;;;;49.01955, 2.15371
02525;Villaines;Villaines;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Villaines;95570;Villaines-sous-Bois;95-660;Val-d'Oise;Île-de-France;2.3513736;49.0798273;0087272021;VWG;c;;;;;49.0798273, 2.3513736
02539;Mitry - Claye;Mitry - Claye;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Mitry - Claye;77290;Mitry-Mory;77-294;Seine-et-Marne;Île-de-France;2.64247;48.97569;0087271528;MYV;b;;;;;48.97569, 2.64247
02543;Le Blanc-Mesnil;Le Blanc-Mesnil;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Le Blanc-Mesnil;93150;Blanc-Mesnil;93-007;Seine-Saint-Denis;Île-de-France;2.47747;48.93248;0087271478;BAM;b;;;;;48.93248, 2.47747
02547;Vert Galant;Vert Galant;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Vert Galant;93420;Villepinte;93-078;Seine-Saint-Denis;Île-de-France;2.56670;48.94467;0087271437;VGL;b;;;;;48.94467, 2.5667
02549;Aulnay-sous-Bois;Aulnay-sous-Bois;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Aulnay-sous-Bois;93600;Aulnay-sous-Bois;93-005;Seine-Saint-Denis;Île-de-France;2.49431;48.93179;0087271411;ABM;b;;;;;48.93179, 2.49431
02555;La Barre Ormesson;La Barre Ormesson;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;La Barre Ormesson;95170;Deuil-la-Barre;95-197;Val-d'Oise;Île-de-France;2.31688;48.96633;0087271171;LBJ;b;;;;;48.96633, 2.31688
